CASEID,recid,wght_per,wght_csp,wght_snt,spltsmpl,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,wir_01,wir_02,wir_03,wir_04,wir_05,wir_06,wir_07,heh_01,heh_02,heh_03,heh_04,heh_09,heh_10,heh_11,drr_110,smk_05,srh_110,srh_115,fam_03,fam_04,smg_01,smg_02,ttlincg2,famincg2
14880,14880,  321.1927,  639.2263,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,2,1,2,2,2,2,4,1,2,2, 3, 5, 4, 0,2,2, 5,2,2,1,2,2,3, 5,3,6
14881,14881, 2055.8629, 4149.4354,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 2, 4, 1,4,4, 5,3,2,3,9,9,3, 7,1,2
14882,14882,  695.8400,    0.0000, 1051.0807,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 4, 4,3,3, 5,3,3,3,6,6,3, 3,5,5
14883,14883,  585.3187, 1261.0903,    0.0000,2,3, 1,6,6,3,96,1,3,6,2,2,2,2,2,2,3,2,3,1,2,1, 5, 3, 4, 3,4,3, 3,3,1,1,6,6,2, 5,4,4
14884,14884, 3278.5668,    0.0000, 4778.0369,1,4, 1,6,3,6,96,2,6,6,6,6,3,1,5,3,2,6,6,1,6,5, 4, 5, 1, 1,1,3, 4,1,4,3,4,2,4, 1,2,3
14885,14885,  225.3291,    0.0000,  655.0036,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 2,4,3, 1,3,2,2,6,6,2, 5,3,3
14886,14886,  282.8977,  560.4295,    0.0000,2,3, 4,1,6,2,96,2,6,6,2,2,3,1,1,1,2,1,5,1,2,3, 4, 5, 3, 0,8,6, 2,1,2,2,4,2,1,96,1,4
14887,14887,  356.1207,  478.7985,    0.0000,2,4, 6,2,6,1,96,2,6,6,1,2,1,1,1,1,2,2,4,2,2,3, 3, 1, 1, 1,1,3, 3,2,2,1,9,9,2, 2,4,6
14888,14888, 2813.2887,    0.0000, 4900.7244,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 1,4,4, 5,3,3,2,2,2,2, 3,4,6
14889,14889,  637.0801,    0.0000, 1668.9609,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 1, 3, 0,4,4, 4,3,3,3,2,2,1,96,1,2
14890,14890, 2060.0355,    0.0000, 4058.3489,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 7,1,4,4,6,6,4, 2,1,1
14891,14891, 3780.9497,    0.0000, 6495.1502,1,3, 1,6,6,2,96,2,6,6,2,2,3,3,1,2,3,2,4,1,2,3, 3, 3, 1, 4,4,2, 3,3,3,2,4,4,3, 3,3,3
14892,14892, 2356.9994,    0.0000, 5615.2750,1,1, 2,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 3, 0,4,3, 3,3,1,3,2,2,4, 1,2,4
14893,14893, 1074.1618, 2058.1305,    0.0000,2,4, 1,6,1,6,96,2,6,6,6,6,3,3,4,4,1,6,6,1,6,3, 2, 6, 1, 5,3,3, 6,3,2,2,3,2,3, 1,1,4
14894,14894,  929.6359, 1958.2107,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,3,2,2,2,3,1,2,3,2,2,2, 3, 6, 1, 0,3,3, 4,3,4,1,2,2,3, 1,2,6
14895,14895, 3551.8541, 9046.2806,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 4, 0,3,2, 6,3,3,2,1,2,2, 3,1,2
14896,14896, 1396.2886, 2351.7102,    0.0000,2,2, 4,2,1,6,96,2,6,6,6,6,1,1,1,1,4,6,6,2,6,3, 3, 3, 1,10,3,4, 7,3,3,3,6,6,2, 2,2,2
14897,14897, 1456.0760, 3017.1174,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,3,1,4,1,2,3, 2, 3, 3, 2,4,5, 2,1,3,3,6,6,3, 1,2,2
14898,14898, 1816.4110,    0.0000, 3243.9754,1,3, 1,6,6,2,96,2,6,6,1,1,2,2,2,2,3,3,5,1,2,3, 4, 1, 3, 0,5,6, 4,3,2,1,3,2,3, 1,2,3
14899,14899, 1875.8361,    0.0000, 3303.4493,1,3, 1,6,6,2,96,2,6,6,1,2,2,2,1,2,2,2,3,1,1,4, 1, 3, 1, 0,4,4, 2,3,2,1,6,6,2, 1,4,4
14900,14900, 1295.2550,    0.0000, 2371.7838,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 6,96,96,96,6,6, 7,3,4,4,6,6,3, 6,1,1
14901,14901,  200.7439,    0.0000,  391.5065,1,3, 1,6,1,6,96,2,6,6,6,6,1,1,3,1,3,6,6,2,6,3, 4, 3, 1, 2,4,1, 2,3,3,3,1,2,3, 6,1,1
14902,14902,  356.6090,  889.3963,    0.0000,2,4, 1,6,1,6,96,2,6,6,6,6,2,2,2,2,3,6,6,1,6,3, 4, 3, 1, 0,2,4, 4,2,2,2,2,3,4, 5,1,5
14903,14903, 2239.3341,    0.0000, 4354.3679,1,4, 2,6,6,1,96,2,6,6,1,1,2,2,2,2,3,2,4,1,2,3, 2, 3, 1, 3,4,3, 3,2,3,2,1,1,3, 5,4,6
14904,14904,  435.0918,    0.0000,  831.9904,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 1, 3, 6, 2,3,5, 4,1,5,3,6,6,3, 2,1,1
14905,14905,  665.8473,    0.0000, 1598.1865,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 4,10,5,6, 7,3,3,3,6,6,2, 6,2,2
14906,14906, 4659.8605, 7857.1100,    0.0000,2,1, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 5, 5, 1, 0,5,6, 6,3,4,1,2,1,2, 2,1,3
14907,14907,  707.0286, 1362.8369,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 3, 1, 0,5,6, 1,3,1,2,6,6,3, 6,3,3
14908,14908,  151.5052,    0.0000,  398.3783,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 1, 1,3,5, 7,3,1,1,6,6,3, 5,2,2
14909,14909, 2884.9391, 7235.5601,    0.0000,2,1, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,3,6,6,2,6,2, 6,96,96,96,6,6, 3,3,1,2,2,2,3, 3,1,4
14910,14910, 1796.9596, 3643.1886,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 4, 0,4,5, 1,3,4,2,1,2,2, 2,1,3
14911,14911, 1761.1125, 3578.7771,    0.0000,2,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 5, 4, 0,5,6, 3,3,1,1,6,6,3, 4,1,1
14912,14912,  995.5275, 1512.5454,    0.0000,2,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5,97, 6, 0,7,6, 5,3,2,2,6,6,3, 2,1,1
14913,14913, 1834.3816, 3894.4892,    0.0000,2,3, 1,6,6,2,96,1,2,1,2,3,3,2,1,2,2,2,4,1,2,2, 5, 5, 4, 1,3,5, 3,1,4,2,9,9,3, 1,6,6
14914,14914,  256.1160,  541.9693,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 4, 0,3,5, 3,3,1,1,6,6,2, 3,1,1
14915,14915,  314.3220,  615.5324,    0.0000,2,1, 7,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 1, 1,3,3, 7,3,2,1,2,2,3, 2,1,2
14916,14916,  882.3925,    0.0000, 1832.4743,1,3, 2,6,6,1,96,2,6,6,1,1,1,1,2,2,2,4,3,1,1,3, 2, 4, 1,12,1,5, 7,3,2,1,6,6,1,96,2,2
14917,14917,  120.5658,  285.5053,    0.0000,2,3, 4,1,6,2,96,2,6,6,2,3,3,2,2,2,2,2,3,2,1,3, 4, 3, 3, 4,3,3, 1,3,3,3,2,1,3, 5,3,5
14918,14918,  355.0799,    0.0000,  658.6917,1,4, 1,6,6,2,96,2,6,6,2,3,2,1,2,1,3,2,5,1,2,2, 4, 5, 3, 0,4,4, 7,3,3,1,2,2,3, 5,3,5
14919,14919,  360.2783,    0.0000,  817.1664,1,3, 1,6,6,1,96,2,6,6,2,3,2,2,3,2,1,5,5,1,2,4, 2, 5, 1, 1,4,4, 5,3,2,2,2,2,3, 5,3,6
14920,14920, 1545.6214, 3916.1920,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,1,4,5,1,2,4,1,2,1, 3, 3, 3, 0,5,6, 5,3,1,1,6,6,3, 2,2,2
14921,14921, 1635.1543, 3561.5342,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,1,3,2,2,2,1,4,2,2,2, 5, 5, 3, 0,1,1, 5,3,1,3,2,2,2, 6,2,2
14922,14922,  647.0701, 1602.8943,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 1, 4, 0,1,4, 4,3,3,1,6,6,1,96,2,2
14923,14923,  530.8929,    0.0000, 1107.8478,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 5, 3, 4, 6,2,4, 1,3,2,2,6,6,1,96,2,2
14924,14924, 1252.6498,    0.0000, 3105.8862,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,3,2,4,1,1,2, 3, 5, 1, 3,2,2, 5,3,2,2,2,2,3, 3,2,6
14925,14925,  431.1582,  937.0808,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,3,1,1,4,1,3,1,2,4, 3, 5, 1, 2,3,5, 2,3,3,3,4,4,4, 5,2,5
14926,14926, 4651.7080,    0.0000,11046.3215,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 2, 0,4,1, 6,3,3,4,3,3,5, 4,1,6
14927,14927, 1205.6014, 2373.8619,    0.0000,2,4, 1,6,6,1,96,2,6,6,1,3,2,1,5,2,2,5,5,1,1,1, 2, 5, 1, 2,4,1, 5,3,1,1,6,6,4, 5,6,6
14928,14928, 4558.9125,    0.0000,11176.0941,1,3, 1,6,6,2,96,2,6,6,1,1,1,1,1,1,1,1,4,1,1,2, 3, 1, 3, 1,7,6, 2,1,2,1,2,2,2, 7,1,5
14929,14929, 1194.3294, 2088.5380,    0.0000,2,2, 4,1,6,2,96,2,6,6,1,1,2,1,2,2,2,2,4,1,1,4, 2, 5, 1, 4,3,5, 5,3,3,3,2,2,4, 4,1,4
14930,14930,  749.7094, 2214.0462,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 1, 0,3,1, 6,1,3,2,4,1,4, 4,2,3
14931,14931,  545.2978,    0.0000,  918.5598,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 4, 2,4,5, 3,3,2,2,3,3,3, 2,2,3
14932,14932, 3983.1390, 7466.8497,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,2,1,2,3,3,2,3,1,2,3, 5, 3, 1, 0,4,3, 5,3,3,1,1,1,3, 5,1,1
14933,14933,  648.1147,    0.0000, 1955.8168,1,4, 8,2,1,6,96,2,6,6,6,6,1,1,1,1,4,6,6,1,6,1, 4, 5, 5, 4,4,1, 4,1,1,1,6,6,3, 1,6,6
14934,14934,  885.6353,    0.0000, 1931.3688,1,4, 1,6,6,2,96,1,5,7,2,3,3,2,1,5,3,3,2,1,2,3, 3, 3, 1, 4,5,6, 4,1,3,3,6,6,3, 1,5,5
14935,14935, 1666.6003, 4502.1561,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,1,1, 7,3,3,2,1,1,3, 3,2,2
14936,14936,  257.7079,    0.0000,  469.8582,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 3, 3, 0,4,4, 3,3,3,3,2,2,2, 2,1,2
14937,14937,  154.0299,  411.3528,    0.0000,2,2, 1,6,6,2,96,2,6,6,2,1,2,1,1,5,5,1,4,1,2,3, 3, 3, 3, 1,4,5, 4,3,3,3,2,2,2, 6,1,1
14938,14938, 1095.4181, 2292.6016,    0.0000,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 2, 3, 3,4,3, 3,3,3,2,6,6,3, 2,2,2
14939,14939,  510.8898,    0.0000, 1142.8924,1,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,1,1,1,4,1,2,2, 4, 3, 4, 4,3,5, 7,3,2,2,1,1,3, 1,2,6
14940,14940, 4115.8152,    0.0000, 7569.6201,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 3, 5, 3, 4,3,4, 7,3,3,3,2,2,4, 4,1,5
14941,14941, 1624.7179,    0.0000, 3044.1360,1,3, 1,6,6,3,96,2,6,6,2,2,1,1,1,2,2,2,4,1,2,2, 6,96,96,96,6,6, 5,3,1,1,1,1,4, 1,4,5
14942,14942, 2392.5984, 5304.3418,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,1,2,2,2,1,3,3,4,1,1,2, 4, 5, 4, 0,5,6, 4,3,1,2,9,9,3, 1,4,6
14943,14943, 2653.1541, 5307.3161,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,1,6,6,2,6,3, 2, 3, 1, 2,1,3, 6,2,2,1,4,1,1,96,1,1
14944,14944, 8254.5362,    0.0000,14565.1378,1,4, 8,1,6,1,96,2,6,6,1,1,2,1,2,1,2,2,2,1,1,3, 3, 5, 4, 4,4,4, 7,3,3,2,2,2,4, 2,3,6
14945,14945,  878.9170, 1906.1909,    0.0000,2,1, 7,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 3,3,2,4,6,6,2, 3,3,3
14946,14946, 1522.4263, 3384.3926,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 1, 0,5,6, 1,3,3,3,2,2,3, 7,2,6
14947,14947, 1888.9715, 2836.3488,    0.0000,2,2, 8,2,1,6,96,2,6,6,6,6,1,1,2,1,2,6,6,2,6,2, 3, 3, 5, 0,5,6, 5,3,1,1,1,2,2, 5,2,2
14948,14948,  223.0542,    0.0000,  402.3643,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 4, 0,5,6, 4,3,1,1,6,6,2, 2,3,3
14949,14949,  341.6987,    0.0000,  663.1990,1,3, 1,6,6,2,96,2,6,6,2,3,2,2,2,2,3,2,4,1,2,2, 3, 1, 4, 3,3,3, 3,3,2,3,2,2,3, 5,3,6
14950,14950, 1260.7269, 3768.1496,    0.0000,2,3, 4,1,6,2,96,2,6,6,4,2,3,3,2,5,2,1,3,1,2,3, 3, 5, 3, 0,4,5, 4,3,2,2,9,9,3, 2,3,3
14951,14951,  964.0971,    0.0000, 2435.9436,1,9, 8,1,9,6,96,9,6,6,6,6,9,9,9,9,9,6,6,9,6,3, 2,97,97, 0,3,3,97,3,4,1,6,6,2, 2,3,3
14952,14952, 2482.1435,    0.0000, 4154.0554,1,3, 8,2,6,1,96,2,6,6,1,1,1,1,3,4,1,2,4,1,1,2, 3, 5, 3, 0,2,4, 3,3,1,1,9,9,3, 3,6,6
14953,14953, 3368.0043, 5346.9207,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 1, 0,4,5, 6,3,2,2,6,6,1,96,1,3
14954,14954, 4728.1882,10146.1528,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,2,2,1,2,3,1,4,2,1,2, 2, 1, 3, 3,3,2, 3,2,2,1,2,2,2, 1,2,5
14955,14955,  464.5096,  843.8273,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,2,2,3,1,2,3,5,1,2,2, 3, 5, 3, 2,3,4, 1,3,3,3,2,2,3, 1,6,6
14956,14956,  400.3758, 1126.3554,    0.0000,2,1, 9,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 0,3,2, 6,1,3,3,6,6,2, 2,1,1
14957,14957, 1270.1509, 2354.7390,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 1,3,4, 5,3,3,2,2,2,3, 6,1,3
14958,14958,  246.7790,  427.1151,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 7,1,3,7,6,6,4,97,1,1
14959,14959, 1057.8311, 1968.7541,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 6,3,3,3,6,6,1,96,1,1
14960,14960, 1610.0334,    0.0000, 3517.5538,1,3, 1,6,6,3,96,1,3,6,4,4,3,1,2,2,2,4,4,1,1,3, 3, 5, 1, 0,3,5, 4,3,2,1,2,1,3, 2,3,6
14961,14961, 2830.6698, 5840.8657,    0.0000,2,3, 4,2,6,2,96,2,6,6,1,2,2,3,4,5,1,4,5,1,1,5, 2, 3, 1, 0,2,3, 1,1,4,3,4,4,4, 1,4,4
14962,14962,  217.7690,    0.0000,  535.7034,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 2, 5, 1, 4,1,3, 1,3,2,1,1,1,3, 7,3,3
14963,14963, 2838.4997,    0.0000, 3979.4613,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 6, 0,5,6, 7,3,2,1,6,6,1,96,1,4
14964,14964, 3469.5872,    0.0000, 6265.5982,1,3, 1,6,6,2,96,2,6,6,2,2,1,1,1,2,1,2,4,1,2,3, 3, 3, 3, 0,2,5, 4,3,2,2,2,2,3, 5,1,4
14965,14965, 1398.2790,    0.0000, 2844.1820,1,3, 1,6,6,4, 1,1,2,1,2,3,2,2,2,2,1,3,5,1,2,4, 4, 3, 1, 3,4,2, 3,3,4,4,3,4,4, 2,3,3
14966,14966,  215.6140,  571.9241,    0.0000,2,4, 4,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5, 2, 3, 1,12,4,5, 2,1,4,4,2,3,3, 2,5,5
14967,14967,  223.1854,    0.0000,  457.6055,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 3, 4, 1,2,4, 4,3,2,2,2,2,2, 5,1,3
14968,14968, 1179.9020, 2628.3204,    0.0000,2,2, 1,6,6,1,96,1,3,6,2,2,2,1,2,2,2,1,3,2,1,2, 3, 5, 3, 0,3,5, 3,3,3,4,6,6,3, 2,2,2
14969,14969,  384.2294,    0.0000, 1042.6290,1,3, 1,6,6,1,96,2,6,6,1,2,1,1,1,2,1,1,3,1,1,3, 2, 4, 6, 1,3,3, 5,2,3,3,6,6,3, 7,2,2
14970,14970,  834.5340,    0.0000, 1556.5242,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 0,3,4, 5,3,2,2,6,6,2, 3,2,2
14971,14971,  452.9689,  892.4435,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 1, 3, 0,3,3, 3,3,3,3,6,6,4, 6,2,2
14972,14972, 1778.2093, 3702.1256,    0.0000,2,3, 8,2,2,6,96,2,6,6,6,6,1,1,2,2,2,6,6,1,6,1, 5, 3, 1, 8,5,6, 7,3,3,1,2,2,4, 1,4,5
14973,14973, 1076.8652, 2210.4250,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 7,3,1,2,6,6,3, 7,5,5
14974,14974, 1657.3459,    0.0000, 2704.8068,1,4, 1,6,1,6,96,2,6,6,6,6,1,1,2,2,2,6,6,1,6,2, 3, 5, 4, 0,4,5, 3,3,2,2,2,2,3, 1,2,4
14975,14975, 2827.3327, 6076.6453,    0.0000,2,3, 1,6,6,2,96,1,2,1,2,2,2,2,2,2,1,3,5,1,1,2, 4, 5, 5, 2,2,3, 3,3,3,3,1,2,3, 1,2,2
14976,14976,  256.0460,    0.0000,  475.4637,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 1, 0,4,3, 7,3,2,2,6,6,3, 2,2,2
14977,14977, 1273.5768, 2805.9522,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 3, 4, 2,5,6, 1,3,3,2,3,2,3, 6,1,6
14978,14978, 2877.4645,    0.0000, 6008.4733,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 3, 2,4,3, 5,3,2,2,2,2,3, 3,2,2
14979,14979, 7241.6584,14115.2250,    0.0000,2,3, 1,6,6,1,96,1,5,2,1,1,1,1,1,1,2,1,4,1,1,2, 4, 5, 4, 4,2,5, 4,3,3,2,2,2,5, 2,1,1
14980,14980,   87.2153,  188.7828,    0.0000,2,3, 6,2,6,1,96,1,5,2,1,2,2,2,2,1,2,3,4,1,2,3, 4, 6, 1, 0,4,3, 5,3,2,2,6,6,3, 3,2,2
14981,14981, 1072.8611, 2647.6271,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,2,2,2,2,2,2,4,1,2,3, 3, 5, 1, 1,5,6, 4,3,1,1,2,2,3, 5,3,3
14982,14982,  433.3806,    0.0000,  735.3354,1,4, 1,6,6,2,96,2,6,6,2,2,4,1,1,1,2,1,3,1,2,4, 6,96,96,96,6,6, 4,3,2,1,9,9,3, 1,3,3
14983,14983,  937.7704,    0.0000, 1873.7276,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 4, 1,7,6, 3,3,5,2,6,6,2, 6,1,1
14984,14984, 1348.0835, 2502.8722,    0.0000,2,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 5, 0,4,3, 5,3,4,3,6,6,4, 4,1,1
14985,14985,  128.9240,    0.0000,  215.7428,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 3, 4, 1,4,3, 4,3,3,2,6,6,2, 3,1,1
14986,14986,  200.2453,    0.0000,  353.5399,1,3, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,2,6,6,1,6,4, 3, 5, 3, 2,4,4, 4,3,3,3,1,1,2, 3,2,3
14987,14987,  181.7372,    0.0000,  316.3651,1,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 4, 1,4,2, 4,3,2,2,4,1,2, 3,5,6
14988,14988,  308.8367,  577.9462,    0.0000,2,2, 2,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 4, 5, 1, 1,4,3, 5,3,4,3,3,3,2, 2,2,5
14989,14989, 2115.2571,    0.0000, 2909.3746,1,3, 4,1,6,2,96,2,6,6,1,2,1,1,1,1,2,1,5,1,1,2, 5, 3, 3, 5,3,3, 4,1,1,1,3,3,3, 2,2,2
14990,14990, 1372.1078, 2450.7690,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 5, 4, 1,2,3, 2,3,2,2,1,2,2, 3,6,6
14991,14991, 2841.1895, 3441.0533,    0.0000,2,4, 8,2,6,2,96,2,6,6,2,2,2,3,3,2,2,2,3,1,2,4, 3, 5, 1, 0,4,4, 5,3,4,3,3,2,3, 1,3,4
14992,14992, 1866.4635, 3797.7260,    0.0000,2,3, 1,6,6,1,96,1,3,6,1,1,1,1,2,2,2,3,3,1,2,1, 4, 5, 4, 0,5,6, 2,3,3,2,1,1,3, 1,4,6
14993,14993, 1205.0165,    0.0000, 3588.7835,1,3, 8,2,1,6,96,2,6,6,6,6,1,1,2,1,2,6,6,1,6,2, 4, 3, 3, 0,3,2, 6,3,2,1,2,2,2, 5,1,6
14994,14994, 1706.4031, 3278.5567,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 3, 2,4,1, 4,3,3,2,2,2,3, 2,1,2
14995,14995, 1327.3068, 2384.7946,    0.0000,2,3, 4,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 2,5,6, 3,3,1,1,2,2,2, 3,3,4
14996,14996, 2783.4700,    0.0000, 5594.4181,1,4, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,2,6,6,1,6,3, 4, 5, 3, 3,3,3, 3,3,2,2,2,2,3, 5,2,2
14997,14997, 1810.3503,    0.0000, 3115.9411,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 4, 0,3,3, 1,3,2,2,2,2,3, 5,2,3
14998,14998,  111.9606,  225.9000,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 4, 3,4,5, 3,3,2,1,1,2,1,96,3,6
14999,14999, 4112.3542, 6554.6870,    0.0000,2,3, 1,6,6,2,96,1,5,1,1,1,2,1,2,2,1,3,5,1,1,4, 3, 3, 1, 0,5,6, 6,2,4,5,9,9,5, 2,2,2
15000,15000,  963.6824,    0.0000, 2027.8923,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 1, 2, 4, 1,3,2, 5,3,3,4,6,6,4, 3,1,1
15001,15001, 4441.9708, 9049.0500,    0.0000,2,2, 8,1,6,2,96,1,2,1,1,2,3,2,2,4,2,2,3,1,1,1, 2, 1, 1, 0,4,5, 7,3,2,2,4,2,3, 4,2,2
15002,15002,  415.7660, 1066.4344,    0.0000,2,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 1, 3,3,3, 3,1,2,2,6,6,2, 3,2,2
15003,15003, 1257.4502, 2169.0476,    0.0000,2,3, 1,6,6,1,96,1,2,2,2,3,2,1,3,2,2,2,4,1,1,4, 2, 5, 4, 2,2,4, 3,3,4,4,6,6,3, 2,2,2
15004,15004, 3342.1639, 7983.7236,    0.0000,2,2, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 1, 0,3,5, 5,3,2,3,3,2,3, 1,1,1
15005,15005,  970.9146,    0.0000, 2350.6846,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 5, 3, 0,3,2, 2,3,2,2,6,6,3, 5,3,3
15006,15006,  507.6182,    0.0000, 1267.0852,1,3, 8,1,6,2,96,2,6,6,2,2,2,2,2,2,2,2,2,1,2,1, 4, 3, 5, 0,4,2, 5,3,3,3,6,6,2, 6,2,2
15007,15007,  521.5888,  796.7838,    0.0000,2,1, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,97,96,97,97,7,6,97,7,7,7,9,9,7,97,2,6
