CASEID,recid,wght_per,wght_csp,wght_snt,spltsmpl,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,wir_01,wir_02,wir_03,wir_04,wir_05,wir_06,wir_07,heh_01,heh_02,heh_03,heh_04,heh_09,heh_10,heh_11,drr_110,smk_05,srh_110,srh_115,fam_03,fam_04,smg_01,smg_02,ttlincg2,famincg2
15008,15008, 1776.9306, 3438.7078,    0.0000,2,2, 5,1,6,2,96,2,6,6,2,2,2,2,3,4,2,2,3,1,2,3, 2, 5, 5, 0,4,3, 4,1,2,3,6,6,4, 2,1,1
15009,15009,  176.6299,  415.1806,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 4, 0,4,5, 3,3,2,2,6,6,2, 3,1,1
15010,15010,  639.9700,    0.0000,  968.2934,1,3, 5,1,6,1,96,2,6,6,1,2,1,1,2,3,2,2,4,1,2,4, 4, 5, 3, 1,4,4, 5,3,3,3,3,2,2, 5,3,6
15011,15011, 4435.0324, 8552.2291,    0.0000,2,2, 2,6,6,3,96,2,6,6,2,5,2,1,2,3,1,1,4,1,2,3, 3, 3, 3,40,2,3, 5,3,3,1,2,2,3, 7,1,2
15012,15012,  613.5030,    0.0000, 1344.1664,1,1, 8,2,6,1,96,2,6,6,1,1,1,1,1,1,5,3,3,2,1,3, 4, 5, 6, 1,3,3, 7,3,3,3,2,1,3, 3,3,6
15013,15013, 2207.6087,    0.0000, 3864.7543,1,9, 8,2,9,6,96,9,6,6,6,6,9,9,9,9,9,6,6,9,6,3, 2, 3, 1, 4,2,3, 6,3,2,2,2,2,2, 2,4,5
15014,15014,  534.4310,  849.0888,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,2,2,1,2,3,1,1,5,1,2,3, 4, 5, 3, 4,3,2, 6,3,2,2,2,2,3, 1,2,5
15015,15015, 1368.6743, 3312.3719,    0.0000,2,2, 1,6,2,6,96,1,3,6,6,6,2,3,2,1,3,6,6,1,6,2, 5, 3, 3, 0,3,5, 6,3,2,2,2,1,3, 5,1,2
15016,15016, 2054.8427, 4240.5724,    0.0000,2,3, 1,6,6,3,96,2,6,6,1,4,2,2,2,2,1,3,3,1,1,4, 2, 3, 1, 4,4,3, 3,3,4,5,4,3,5, 2,5,5
15017,15017,  226.9663,    0.0000,  390.7974,1,2, 1,6,6,2,96,2,6,6,2,2,2,2,3,3,1,3,5,1,1,3, 2, 5, 1, 6,4,4, 2,3,3,4,6,6,3, 3,4,4
15018,15018,   91.5953,    0.0000,  188.9391,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 4, 5, 3, 8,3,5, 4,3,3,2,6,6,2, 3,2,2
15019,15019, 2262.2202, 4403.1971,    0.0000,2,4, 1,6,1,6,96,2,6,6,6,6,2,2,2,3,2,6,6,1,6,2, 3, 5, 3, 3,5,6, 2,3,2,2,2,2,2, 2,1,4
15020,15020,  726.3841,    0.0000, 1603.0552,1,4, 3,6,6,3,96,1,2,2,2,2,3,5,3,3,5,3,3,2,2,3, 5, 3, 4, 4,3,3, 5,3,2,1,6,6,7, 5,4,4
15021,15021, 1491.6396,    0.0000, 2829.4048,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 3, 3, 6, 1,1,1, 7,3,4,2,1,1,2, 7,3,6
15022,15022, 1334.1196,    0.0000, 3035.2038,1,9, 1,6,9,6,96,9,6,6,6,6,9,9,9,9,9,6,6,9,6,3, 3, 2, 2, 4,5,6, 3,1,3,3,9,9,4, 2,1,2
15023,15023,  817.5221, 1758.4191,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 3, 6, 0,4,5, 1,3,4,4,2,2,3, 6,2,4
15024,15024,  561.7029, 1475.3960,    0.0000,2,4, 1,6,6,2,96,2,6,6,1,1,2,2,2,2,2,2,5,1,1,3, 2, 3, 1, 4,2,3, 3,3,3,2,4,2,3, 1,6,6
15025,15025, 5937.4026,    0.0000, 9863.2814,1,4, 8,2,2,6,96,2,6,6,6,6,2,2,3,4,1,6,6,1,6,1, 1, 3, 1, 1,4,4, 3,3,2,2,1,2,3, 1,3,4
15026,15026,  753.0475, 1720.6382,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 0,4,4, 5,3,3,2,6,6,2, 3,1,1
15027,15027, 1645.2263,    0.0000, 4327.5559,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 5, 4, 2,1,1, 6,1,4,5,6,6,5, 6,2,2
15028,15028, 1213.3984,    0.0000, 2990.9892,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 1, 3, 2,5,6, 3,3,2,1,6,6,1,96,1,1
15029,15029, 3168.8270,    0.0000, 6866.6783,1,3, 4,1,6,2,96,2,6,6,2,2,4,1,2,2,1,2,4,2,1,3, 5, 5, 4, 0,4,2, 5,3,1,1,4,2,3, 1,2,6
15030,15030, 1683.3164, 3078.9312,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,2,2,2,2,2,2,4,1,1,3, 3, 3, 1, 5,1,1, 3,3,4,4,2,2,4, 1,2,4
15031,15031,  658.7116, 1063.6752,    0.0000,2,3, 1,6,6,3,96,2,6,6,2,3,3,3,1,1,1,1,1,1,2,5, 6,96,96,96,6,6, 7,3,5,5,5,1,5, 6,4,6
15032,15032,  431.0957,    0.0000,  869.9656,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 3, 1, 2,3,3, 7,3,3,1,2,1,2, 4,1,4
15033,15033, 1248.1543,    0.0000, 2695.5065,1,3, 1,6,1,6,96,2,6,6,6,6,1,1,2,1,1,6,6,1,6,2, 4, 5, 1, 1,3,5, 5,1,2,2,2,3,3, 2,4,4
15034,15034,  499.9790,    0.0000, 1484.8144,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 1, 0,4,5, 3,3,3,3,6,6,3, 4,1,1
15035,15035,  260.7381,    0.0000,  469.0113,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 3, 4, 4,3,4, 6,3,4,4,6,6,3, 6,4,4
15036,15036,  726.6723, 1119.7981,    0.0000,2,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 1, 3, 0,4,4, 7,3,2,2,1,1,4, 1,5,6
15037,15037, 3072.4800, 5417.9804,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,1,3,1,1,6,6,1,6,1, 3, 3, 1, 0,4,2, 5,3,1,1,2,2,5, 7,3,4
15038,15038, 4777.8085,    0.0000, 9090.3081,1,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 4, 4, 4,4,2, 5,3,4,4,2,2,3, 2,1,6
15039,15039, 1756.0931, 3598.5946,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 3, 2,5,6, 7,3,4,4,2,2,2, 6,1,1
15040,15040, 3574.6171,    0.0000, 9702.9159,1,3, 3,6,6,3,96,2,6,6,2,4,3,2,2,3,4,2,3,1,2,2, 4, 5, 3, 0,4,2, 3,3,2,2,2,2,3, 1,3,5
15041,15041,  300.2918,  627.8222,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 5, 3, 4, 2,3,4, 5,1,4,3,6,6,3, 6,3,3
15042,15042, 6411.0830,    0.0000, 9141.5091,1,3, 1,6,6,2,96,2,6,6,2,3,3,1,3,1,1,3,5,1,1,2, 4, 1, 4, 0,4,1, 5,3,4,3,2,1,3, 5,4,5
15043,15043,  149.9753,  298.0427,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,3,2,2,2,2,1,1,5,1,2,3, 3, 5, 1, 2,1,3, 5,3,2,2,2,2,3, 2,3,6
15044,15044,  780.9413, 1522.2435,    0.0000,2,4, 4,1,6,2,96,2,6,6,2,4,3,2,4,4,2,4,4,1,2,3, 2, 5, 1, 0,5,6, 3,3,2,2,4,3,4, 1,4,5
15045,15045, 6291.5433,    0.0000,12352.9871,1,3, 8,1,6,7,96,2,6,6,2,2,2,2,1,2,2,1,2,1,7,1, 4, 3, 5, 0,1,3, 5,3,1,1,1,1,1,96,1,6
15046,15046, 1068.2870,    0.0000, 3148.7289,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,5,6, 7,3,3,2,1,2,3, 4,1,2
15047,15047,  995.8141,    0.0000, 3177.0315,1,3, 1,6,2,6,96,2,6,6,6,6,1,1,2,3,2,6,6,1,6,1, 4, 5, 3, 0,4,3, 6,3,1,1,2,2,3, 1,2,3
15048,15048, 1516.1742, 3048.6232,    0.0000,2,3, 1,6,6,1,96,2,6,6,1,2,2,2,2,2,2,2,4,2,1,3, 2, 3, 3,10,4,2, 5,3,2,2,9,9,3, 3,2,6
15049,15049, 1562.4862, 3844.9726,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,2,2,2,3,3,2,4,1,2,2, 2, 5, 5, 4,3,3, 4,3,3,3,2,2,3, 1,4,5
15050,15050, 1046.7190, 2241.4500,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 4, 3,3,3, 3,3,3,3,6,6,2, 3,1,1
15051,15051, 1688.4700, 2804.9996,    0.0000,2,4, 1,6,6,1,96,2,6,6,3,2,1,1,2,2,3,3,5,1,1,2, 5, 3, 1, 0,3,1, 7,3,2,2,6,6,3, 1,3,3
15052,15052,  781.8263, 1391.7610,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 4, 0,2,2, 5,3,3,3,6,6,5, 7,5,5
15053,15053,  824.3838,    0.0000, 1536.6412,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 1,10,4,3, 4,3,2,2,6,6,3, 3,1,1
15054,15054,  208.1020,    0.0000,  411.4344,1,3, 1,6,6,2,96,2,6,6,2,3,2,2,3,2,1,3,4,2,1,3, 2, 5, 1, 3,3,3, 3,3,2,3,9,9,3, 4,4,6
15055,15055,  543.2417,    0.0000,  880.2785,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 1,2,5, 5,3,2,2,1,1,3, 2,1,3
15056,15056, 2364.1405,    0.0000, 3985.3619,1,3, 1,6,6,2,96,2,6,6,2,2,3,2,2,1,2,2,4,1,1,3, 2, 5, 1, 0,4,1, 5,3,3,3,2,2,2, 7,5,5
15057,15057, 1684.6238, 3059.7079,    0.0000,2,4, 3,6,2,6,96,2,6,6,6,6,2,2,2,2,2,6,6,1,6,3, 1, 5, 1, 0,4,4, 6,3,4,4,2,2,3, 1,2,2
15058,15058, 2905.8053,    0.0000, 6822.0086,1,3, 1,6,6,2,96,1,1,2,2,2,2,2,4,2,1,3,5,1,1,2, 5, 3, 4, 0,5,6, 5,3,3,3,2,2,4, 2,4,6
15059,15059,  424.9624,  643.7441,    0.0000,2,3, 2,6,6,2,96,1,2,1,3,2,2,2,2,3,2,2,3,1,1,5, 2, 6, 2, 5,2,3, 3,1,2,3,6,6,3, 2,1,1
15060,15060, 1437.7286, 2100.7554,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,4,3,3,4,2,1,4,5,1,2,5, 1, 3, 1, 2,1,2, 7,3,2,1,2,1,4, 2,4,4
15061,15061,  640.1851,    0.0000, 1194.9006,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 1,4,5, 3,3,1,1,6,6,3, 3,2,2
15062,15062, 1956.5277,    0.0000, 4390.5545,1,2, 8,1,6,3,96,1,5,2,4,4,5,2,3,5,2,2,5,2,1,4, 4, 1, 1, 0,4,1, 6,1,2,4,3,3,3, 3,1,1
15063,15063, 3006.3861, 5921.8023,    0.0000,2,3, 1,6,6,2,96,2,6,6,1,1,3,3,2,3,1,1,4,1,2,1, 4, 5, 4, 4,2,2, 4,3,1,2,2,2,3, 3,2,6
15064,15064,  860.4129,  922.3850,    0.0000,2,4, 4,1,6,1,96,2,6,6,2,2,2,1,3,5,2,3,5,1,1,3, 3, 5, 1, 0,5,6, 4,3,2,1,3,2,3, 7,5,6
15065,15065,  101.1841,    0.0000,  180.4789,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 6,96,96,96,6,6, 3,3,3,2,2,2,1,96,1,5
15066,15066, 5107.4600,    0.0000,10853.2384,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 3, 1, 0,3,2, 5,3,1,3,2,2,4, 4,1,3
15067,15067,  294.8110,    0.0000,  730.4900,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 3, 0,5,6, 7,3,5,4,6,6,4, 6,5,5
15068,15068,  766.6560, 2041.9413,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,97,96, 3, 0,3,5, 5,3,1,2,6,6,5, 2,6,6
15069,15069, 2299.6480, 5238.0733,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 4,3,4,2,2,2,1,96,2,2
15070,15070,  612.4152,  980.0506,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 3, 1,3,5, 3,3,2,2,1,2,1,96,2,6
15071,15071,  386.5321,    0.0000,  744.9024,1,4, 4,2,6,2,96,2,6,6,2,3,2,2,2,5,1,1,3,1,1,4, 2, 3, 6, 8,3,4, 4,3,3,3,4,2,2, 1,3,5
15072,15072, 5331.0518, 8804.8715,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,1,2,2,2,2,2,3,5,1,2,4, 2, 3, 1, 4,2,4, 5,3,3,3,2,2,3, 1,5,6
15073,15073,  368.2418,  886.1631,    0.0000,2,1, 8,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 3, 4, 0,3,5, 4,3,2,1,2,2,1,96,2,4
15074,15074, 2127.9272, 3807.9379,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 1, 2,5,6, 7,3,3,2,2,3,4, 3,2,5
15075,15075,  542.5292,    0.0000, 2335.1655,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 6,96,96,96,6,6, 7,3,4,1,1,1,1,96,2,3
15076,15076, 1274.5910, 2557.9547,    0.0000,2,4, 1,6,6,2,96,2,6,6,2,2,2,1,4,3,3,2,4,1,1,1, 2, 3, 5, 0,3,3, 6,3,1,1,4,2,3, 2,3,3
15077,15077,  786.8108,    0.0000, 1780.6764,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,2,2,2,5,2,2,3, 2, 3, 1, 0,4,3, 5,3,2,3,9,9,2, 5,2,2
15078,15078, 1109.0410,    0.0000, 1948.0719,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 3, 4,5,6, 3,3,3,2,6,6,3, 3,2,2
15079,15079,  430.4371,    0.0000,  940.1286,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5, 6,96,96,96,6,6, 5,1,3,1,6,6,2,97,1,1
15080,15080,  567.6269,    0.0000, 1128.6858,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,2,5, 7,3,3,3,2,2,1,96,2,4
15081,15081, 1271.8955, 2659.4802,    0.0000,2,2, 5,2,6,1,96,2,6,6,2,1,1,1,1,2,7,1,5,1,2,2, 5, 3, 3, 0,5,6, 3,2,2,2,1,1,2,97,1,5
15082,15082, 1462.7953,    0.0000, 3513.5747,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 2, 5, 4, 0,2,3, 7,1,4,2,1,2,2, 3,1,6
15083,15083,  538.3730, 1308.9728,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 4, 3,1,1, 7,3,3,1,6,6,3, 6,5,5
15084,15084, 1563.5855,    0.0000, 2391.3899,1,4, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,1,2,5,1,1,2, 3, 5, 1, 4,1,1, 4,3,1,1,9,9,3, 3,3,5
15085,15085,  609.7479, 1340.3285,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 2,4,4, 7,3,2,3,1,1,1,96,1,2
15086,15086, 3797.4627, 6265.2193,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,1,3,1,2,3,1,4,1,2,1, 4, 5, 4, 0,2,1, 7,3,1,1,1,1,2, 2,4,4
15087,15087, 2286.0825,    0.0000, 4471.6305,1,3, 1,6,6,2,96,2,6,6,2,2,3,2,2,2,3,2,3,1,2,3, 3, 5, 1, 5,4,3, 3,2,3,3,3,3,2, 1,2,4
15088,15088, 3269.9967, 6600.2830,    0.0000,2,3, 4,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 2, 3, 1, 0,3,2, 3,3,2,1,2,1,2, 4,1,6
15089,15089,  377.7057,  659.8776,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,1,3,3,1,6,6,1,6,3, 5, 5, 3, 0,5,6, 5,3,3,3,1,1,3, 3,1,1
15090,15090,  925.8422,    0.0000, 1718.2806,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 4, 3,4,4, 5,3,2,2,6,6,3, 3,3,3
15091,15091,  864.2728,    0.0000, 1543.9491,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 5, 3, 4, 0,1,1, 3,3,3,3,6,6,3, 6,1,1
15092,15092, 1796.9594,    0.0000, 4155.9021,1,3, 4,1,6,2,96,2,6,6,1,2,1,2,2,2,2,2,4,2,1,4, 2, 1, 1,12,3,4, 5,3,3,2,2,2,3, 7,2,2
15093,15093, 1389.8172, 2618.3731,    0.0000,2,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,1,2,2,4,1,2,3, 1, 3, 2, 0,2,5, 1,3,1,2,6,6,3, 2,2,2
15094,15094, 1528.4423, 3291.9710,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 5, 6, 4, 0,4,4, 2,3,5,4,6,6,3, 6,1,1
15095,15095,  398.5627,    0.0000,  714.7629,1,1, 8,2,6,2,96,2,6,6,1,2,3,3,1,1,2,1,2,1,1,3, 2, 5, 4, 2,3,3, 3,3,2,2,2,3,4, 1,3,3
15096,15096,  284.8973,  617.9348,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 4, 5, 3, 0,5,6, 7,3,3,3,1,1,2,97,1,2
15097,15097, 2798.7270,    0.0000, 4183.9628,1,4, 1,6,6,1,96,2,6,6,2,2,2,2,2,2,4,3,5,1,2,3, 3, 3, 1, 1,3,3, 4,3,2,2,1,1,2, 2,6,6
15098,15098, 3527.4798,    0.0000, 9943.3047,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,1,1,5,1,1,2, 3, 5, 3, 3,1,1, 7,3,2,2,1,1,2, 2,2,5
15099,15099, 3118.0240, 4960.0358,    0.0000,2,4, 4,1,6,1,96,2,6,6,1,1,2,1,4,5,2,4,4,1,1,3, 3, 1, 1, 0,1,2, 5,3,1,1,4,1,4, 1,3,6
15100,15100,  562.4512, 1219.8360,    0.0000,2,2, 1,6,6,1,96,2,6,6,3,3,2,1,1,1,3,1,4,2,2,2, 6,96,96,96,6,6, 3,3,2,1,1,1,1,96,2,6
15101,15101,  433.2141,    0.0000,  706.5589,1,3, 1,6,6,2,96,1,3,6,2,2,2,2,2,4,2,2,3,9,1,3, 3,99, 3, 2,3,3, 5,3,4,4,9,9,3, 6,2,3
15102,15102,  470.2729,    0.0000, 1001.2278,1,4, 1,6,3,6,96,2,6,6,6,6,1,3,3,4,2,6,6,1,6,3, 4, 3, 5, 0,2,5, 4,3,2,1,6,6,4, 2,2,2
15103,15103,  758.1374,    0.0000, 1347.0212,1,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,2,1,2,3,1,2,3, 2, 3, 3, 4,2,3, 2,3,3,3,2,2,3, 2,3,5
15104,15104,  519.8795,    0.0000,  847.0484,1,3, 1,6,6,2,96,1,3,6,1,3,2,1,5,4,1,5,5,1,2,4, 4, 3, 4, 4,4,5, 4,1,3,3,2,2,4, 1,5,6
15105,15105, 1625.8128,    0.0000, 3561.5891,1,3, 1,6,6,5, 4,1,1,3,5,5,5,5,3,3,2,3,3,1,2,3, 4, 5, 1, 0,3,2, 6,3,3,5,4,2,4, 2,3,3
15106,15106,  265.2412,  643.0708,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 6, 0,2,7, 5,3,2,2,6,6,1,96,1,1
15107,15107, 1541.9799, 1952.6350,    0.0000,2,1, 8,1,6,3,96,1,1,2,3,4,4,4,3,4,2,3,4,1,2,3, 3, 5, 3, 5,2,3, 6,3,3,3,9,9,3, 4,1,4
15108,15108,  518.9334,    0.0000, 1144.5588,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 5, 3, 0,3,3, 3,3,2,2,9,9,1,96,1,4
15109,15109, 2303.3807, 4292.7555,    0.0000,2,2, 1,6,6,4, 4,2,6,6,1,1,3,2,3,5,4,1,5,2,2,3, 2, 1, 3, 4,3,5, 3,3,3,4,4,4,4, 1,4,6
15110,15110, 2020.7560, 4197.5385,    0.0000,2,4, 1,6,6,3,96,2,6,6,3,3,4,4,4,3,2,2,4,1,2,2, 2, 5, 1, 0,4,4, 6,1,2,2,6,6,3, 2,3,5
15111,15111, 5935.1881,    0.0000,12438.7357,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 2, 4, 2,3,2, 6,3,1,1,1,1,3, 4,1,2
15112,15112, 1054.6564, 2736.3910,    0.0000,2,3, 1,6,6,2,96,2,6,6,2,2,3,3,3,2,3,2,4,1,2,3, 3, 5, 3, 0,4,4, 3,3,2,3,6,6,4, 1,5,5
15113,15113, 1220.0403,    0.0000, 2742.8023,1,3, 8,1,6,1,96,2,6,6,1,1,1,1,1,1,2,1,4,2,1,5, 2,97, 1, 3,2,4, 5,3,3,3,9,9,4, 5,1,4
15114,15114, 1950.9410,    0.0000, 2729.5531,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 4, 2, 4, 0,4,5, 4,3,2,2,6,6,3, 2,1,1
15115,15115,  446.1341,    0.0000,  701.8613,1,4, 1,6,6,2,96,2,6,6,1,1,2,2,2,2,2,2,4,1,2,3, 3, 3, 5, 0,4,2, 5,3,2,4,1,2,3, 7,4,5
15116,15116, 2263.5017,    0.0000, 4777.5963,1,4, 1,6,6,1,96,2,6,6,1,1,1,1,2,1,3,2,4,1,1,2, 4, 3, 6, 0,4,4, 3,3,2,1,1,1,2, 1,5,6
15117,15117, 1063.0841, 1786.6344,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 0,4,1, 5,3,1,2,2,2,2,98,2,5
15118,15118, 2502.6544,    0.0000, 5091.7967,1,3, 1,6,6,1,96,2,6,6,2,2,1,1,2,2,3,2,3,2,1,2, 3, 5, 4, 1,2,2, 7,3,2,2,2,2,2, 6,4,5
15119,15119, 3770.1430,    0.0000, 8417.8098,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 3, 5, 3, 2,2,3, 2,3,3,2,9,9,3, 3,1,5
15120,15120,  460.5833,    0.0000, 1119.4647,1,3, 1,6,6,1,96,2,6,6,2,2,2,2,2,2,1,2,3,2,1,3, 1, 3, 6, 3,2,5, 5,3,3,5,2,2,3, 1,6,6
15121,15121,  614.4922,    0.0000, 1369.6080,1,3, 8,2,6,2,96,2,6,6,3,2,2,2,3,1,1,2,3,1,2,3, 4, 5, 3, 3,4,2, 4,3,3,3,2,2,3, 5,3,6
15122,15122, 3703.4392,    0.0000, 8934.6546,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 6,3,3,3,2,2,3, 2,2,5
15123,15123, 5412.7335,11358.6796,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4, 5, 5, 3, 0,4,4, 7,3,5,3,4,4,4, 3,1,6
15124,15124, 1813.2793,    0.0000, 5171.2814,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 4, 0,7,6, 7,3,3,3,9,9,3, 2,1,1
15125,15125,  867.6198, 1981.7187,    0.0000,2,4, 1,6,3,6,96,2,6,6,6,6,2,3,4,4,2,6,6,2,6,3, 2, 1, 5, 4,3,3, 6,3,3,3,9,9,2, 5,2,3
15126,15126,  570.8826, 1153.4675,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2, 6,96,96,96,6,6, 1,3,1,2,1,1,1,96,3,4
15127,15127,  518.4218,  934.7454,    0.0000,2,2, 2,6,6,1,96,2,6,6,1,2,1,1,1,1,1,1,4,1,2,3, 1, 3, 1, 0,5,6, 2,3,3,1,1,2,3, 5,1,4
15128,15128, 1196.3028,    0.0000, 2885.1036,1,3, 1,6,6,1,96,2,6,6,1,1,1,2,2,1,1,2,4,2,2,3, 3, 3, 3, 4,1,5, 6,1,2,2,3,2,3, 4,2,3
15129,15129, 1812.6168, 3526.9160,    0.0000,2,3, 1,6,1,6,96,2,6,6,6,6,1,1,1,1,3,6,6,2,6,2, 2, 3, 1, 0,3,3, 5,3,2,1,6,6,2, 1,1,1
15130,15130, 1475.7330, 2980.9697,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 3, 3, 0,5,6, 6,3,4,3,2,2,2, 2,1,3
15131,15131, 8499.5766,    0.0000,14547.2786,1,3, 8,1,6,2,96,1,4,1,2,2,2,1,5,2,2,2,5,1,7,4, 2, 3, 1, 0,2,2, 3,3,2,4,9,9,3, 7,1,4
15132,15132, 1796.0985, 3615.2428,    0.0000,2,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 2, 5, 4, 0,4,2, 3,3,2,1,1,1,1,96,2,4
15133,15133, 1133.6643,    0.0000, 2649.5242,1,3, 1,6,1,6,96,2,6,6,6,6,1,1,2,1,1,6,6,1,6,3, 6,96,96,96,6,6, 2,1,1,3,6,6,3, 7,2,2
15134,15134,  202.1733,    0.0000,  434.6553,1,3, 8,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1, 4, 1, 4, 4,2,3, 5,3,2,1,1,1,1,96,1,2
15135,15135, 1329.4877,    0.0000, 1672.4743,1,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3, 3, 5, 3, 0,4,5, 2,2,3,3,2,2,3, 5,3,6
